,Time,State,Confirmed,Recovered,Deaths,Active,New Cases
0,2021-04-22 22:51:53,Jharkhand,177356,139921,1609,35826,
1,2021-04-23 08:31:39,Jharkhand,184951,142294,1715,40942,7595.0
2,2021-04-24 00:08:15,Jharkhand,190692,145499,1778,43415,5741.0
3,2021-04-25 00:07:58,Jharkhand,195844,148364,1888,45592,5152.0
4,2021-04-25 23:24:20,Jharkhand,201747,148364,1888,51495,5903.0
5,2021-04-26 11:33:25,Jharkhand,201747,151651,1991,48105,0.0
6,2021-04-27 00:08:45,Jharkhand,207288,155669,2115,49504,5541.0
7,2021-04-27 23:24:43,Jharkhand,213414,159916,2246,51252,6126.0
8,2021-04-29 11:30:45,Jharkhand,221489,164278,2395,54816,8075.0
9,2021-04-30 13:00:13,Jharkhand,227450,169033,2540,55877,5961.0
10,2021-05-01 00:51:36,Jharkhand,233411,173035,2660,57716,5961.0
11,2021-05-01 23:54:17,Jharkhand,239734,178468,2829,58437,6323.0
12,2021-05-03 11:13:59,Jharkhand,244472,183009,2944,58519,4738.0
13,2021-05-04 12:00:38,Jharkhand,251371,188623,3073,59675,6899.0
14,2021-05-04 23:51:59,Jharkhand,257345,194434,3205,59706,5974.0
15,2021-05-06 12:35:43,Jharkhand,263115,200238,3346,59531,5770.0
16,2021-05-06 23:52:24,Jharkhand,270089,205977,3479,60633,6974.0
17,2021-05-07 23:54:08,Jharkhand,276062,211270,3615,61177,5973.0
18,2021-05-08 23:52:21,Jharkhand,282174,217223,3756,61195,6112.0
19,2021-05-10 13:15:26,Jharkhand,286343,223683,3853,58807,4169.0
20,2021-05-11 13:48:44,Jharkhand,292530,230645,3982,57903,6187.0
21,2021-05-12 10:41:30,Jharkhand,296895,238277,4085,54533,4365.0
22,2021-05-13 10:16:19,Jharkhand,301257,246608,4182,50467,4362.0
23,2021-05-14 10:49:38,Jharkhand,306248,253490,4290,48468,4991.0
24,2021-05-15 00:08:56,Jharkhand,310024,260602,4366,45056,3776.0
25,2021-05-16 11:28:59,Jharkhand,313181,267364,4431,41386,3157.0
26,2021-05-17 00:08:15,Jharkhand,315502,274483,4479,36540,2321.0
27,2021-05-18 00:08:18,Jharkhand,318009,279946,4539,33524,2507.0
28,2021-05-19 00:09:40,Jharkhand,320856,284670,4601,31585,2847.0
29,2021-05-19 12:20:27,Jharkhand,320934,284805,4601,31528,78.0
30,2021-05-23 14:42:07,Jharkhand,329072,301705,4801,22566,8138.0
31,2021-05-24 12:43:38,Jharkhand,330417,306080,4838,19499,1345.0
32,2021-05-25 11:01:57,Jharkhand,331811,309371,4871,17569,1394.0
33,2021-05-26 10:00:10,Jharkhand,333058,312526,4891,15641,1247.0
34,2021-05-27 09:56:48,Jharkhand,334035,314929,4910,14196,977.0
35,2021-05-28 09:52:22,Jharkhand,334730,316707,4926,13097,695.0
36,2021-05-29 09:25:04,Jharkhand,335417,318689,4946,11782,687.0
37,2021-05-30 10:24:34,Jharkhand,336240,320336,4959,10945,823.0
38,2021-05-31 10:46:29,Jharkhand,336943,322060,4978,9905,703.0
39,2021-06-01 11:00:23,Jharkhand,337774,323876,4991,8907,831.0
40,2021-06-02 10:00:36,Jharkhand,338383,325325,5000,8058,609.0
41,2021-06-03 12:49:09,Jharkhand,338915,326597,5011,7307,532.0
42,2021-06-04 13:04:47,Jharkhand,339930,327372,5021,7537,1015.0
43,2021-06-05 11:22:53,Jharkhand,340408,328542,5034,6832,478.0
44,2021-06-06 11:09:47,Jharkhand,340925,329640,5046,6239,517.0
45,2021-06-07 08:55:00,Jharkhand,341218,330478,5054,5686,293.0
46,2021-06-08 08:37:21,Jharkhand,341576,331204,5060,5312,358.0
47,2021-06-09 08:23:30,Jharkhand,342179,332007,5073,5099,603.0
48,2021-06-10 08:38:17,Jharkhand,342481,332622,5076,4783,302.0
49,2021-06-11 09:11:11,Jharkhand,342774,333179,5081,4514,293.0
50,2021-06-12 10:56:28,Jharkhand,343065,333763,5082,4220,291.0
51,2021-06-13 10:22:17,Jharkhand,343304,334256,5082,3966,239.0
52,2021-06-14 08:15:41,Jharkhand,343458,334979,5084,3395,154.0
53,2021-06-15 08:08:38,Jharkhand,343609,335462,5085,3062,151.0
54,2021-06-16 08:35:22,Jharkhand,343793,336058,5089,2646,184.0
